id,sid,tid,word,pos,relation,word_source,document,section,class,category,subcategory,CodeType
doc1,1,4,the,DT,det,help,Incubator Policy,podling reporting,information,project,risk mitigation,1
doc1,1,5,mentor,NN,nmod,ppmc,Incubator Policy,podling reporting,information,project,risk mitigation,1
doc1,1,6,(,-LRB-,punct,help,Incubator Policy,podling reporting,information,project,risk mitigation,1
doc1,1,7,s,AFX,amod,mentor,Incubator Policy,podling reporting,information,project,risk mitigation,1
doc1,1,8,),-RRB-,punct,help,Incubator Policy,podling reporting,information,project,risk mitigation,1
doc1,1,9,help,NN,nmod,ppmc,Incubator Policy,podling reporting,information,project,risk mitigation,1
doc1,1,10,",",",",punct,produce,Incubator Policy,podling reporting,information,project,risk mitigation,1
doc1,1,11,must,MD,aux,produce,Incubator Policy,podling reporting,information,project,risk mitigation,1
doc1,1,12,produce,VB,root,ROOT,Incubator Policy,podling reporting,information,project,risk mitigation,1
doc1,1,13,a,DT,det,report,Incubator Policy,podling reporting,information,project,risk mitigation,1
doc1,1,14,report,NN,obj,produce,Incubator Policy,podling reporting,information,project,risk mitigation,1
doc1,1,15,for,IN,case,pmc,Incubator Policy,podling reporting,information,project,risk mitigation,1
doc1,1,16,the,DT,det,pmc,Incubator Policy,podling reporting,information,project,risk mitigation,1
doc1,1,17,incubator,NN,compound,pmc,Incubator Policy,podling reporting,information,project,risk mitigation,1
doc1,1,18,pmc,NN,nmod,report,Incubator Policy,podling reporting,information,project,risk mitigation,1
doc1,1,19,detailing,VBG,acl,pmc,Incubator Policy,podling reporting,information,project,risk mitigation,1
doc1,1,20,overall,JJ,amod,progress,Incubator Policy,podling reporting,information,project,risk mitigation,1
doc1,1,21,progress,NN,obj,detailing,Incubator Policy,podling reporting,information,project,risk mitigation,1
doc1,1,22,toward,IN,case,graduation,Incubator Policy,podling reporting,information,project,risk mitigation,1
doc1,1,23,graduation,NN,nmod,progress,Incubator Policy,podling reporting,information,project,risk mitigation,1
doc1,1,24,and,CC,cc,issues,Incubator Policy,podling reporting,information,project,risk mitigation,1
doc1,1,25,any,DT,det,issues,Incubator Policy,podling reporting,information,project,risk mitigation,1
doc1,1,26,issues,NNS,conj,graduation,Incubator Policy,podling reporting,information,project,risk mitigation,1
doc1,1,27,the,DT,det,podling,Incubator Policy,podling reporting,information,project,risk mitigation,1
doc1,1,28,podling,NN,nsubj,encountered,Incubator Policy,podling reporting,information,project,risk mitigation,1
doc1,1,29,has,VBZ,aux,encountered,Incubator Policy,podling reporting,information,project,risk mitigation,1
doc1,1,30,encountered,VBN,acl:relcl,issues,Incubator Policy,podling reporting,information,project,risk mitigation,1
doc1,1,31,.,.,punct,produce,Incubator Policy,podling reporting,information,project,risk mitigation,1
doc1,1,0,ROOT,,NA,NA,NA,NA,NA,NA,NA,1
doc1,1,1,there,EX,expl,are,Incubator Policy,website,choice,project,infrastructure,1
doc1,1,2,are,VBP,root,ROOT,Incubator Policy,website,choice,project,infrastructure,1
doc1,1,3,restrictions,NNS,nsubj,are,Incubator Policy,website,choice,project,infrastructure,1
doc1,1,4,on,IN,case,where,Incubator Policy,website,choice,project,infrastructure,1
doc1,1,5,where,WRB,nmod,restrictions,Incubator Policy,website,choice,project,infrastructure,1
doc1,1,6,podlings,NNS,nsubj,host,Incubator Policy,website,choice,project,infrastructure,1
doc1,1,7,can,MD,aux,host,Incubator Policy,website,choice,project,infrastructure,1
doc1,1,8,host,VB,acl,restrictions,Incubator Policy,website,choice,project,infrastructure,1
doc1,1,9,their,PRP$,nmod:poss,websites,Incubator Policy,website,choice,project,infrastructure,1
doc1,1,10,websites,NNS,obj,host,Incubator Policy,website,choice,project,infrastructure,1
doc1,1,11,and,CC,cc,use,Incubator Policy,website,choice,project,infrastructure,1
doc1,1,12,what,WDT,det,branding,Incubator Policy,website,choice,project,infrastructure,1
doc1,1,13,branding,NN,obj,use,Incubator Policy,website,choice,project,infrastructure,1
doc1,1,14,they,PRP,nsubj,use,Incubator Policy,website,choice,project,infrastructure,1
doc1,1,15,can,MD,aux,use,Incubator Policy,website,choice,project,infrastructure,1
doc1,1,16,use,VB,conj,host,Incubator Policy,website,choice,project,infrastructure,1
doc1,1,17,on,IN,case,them,Incubator Policy,website,choice,project,infrastructure,1
doc1,1,18,them,PRP,obl,use,Incubator Policy,website,choice,project,infrastructure,1
doc1,1,19,.,.,punct,are,Incubator Policy,website,choice,project,infrastructure,1
doc1,1,0,ROOT,,NA,NA,NA,NA,NA,NA,NA,1
doc1,1,1,there,EX,expl,are,Incubator Policy,branding,choice,project,Apache protection,1
doc1,1,2,are,VBP,root,ROOT,Incubator Policy,branding,choice,project,Apache protection,1
doc1,1,3,restrictions,NNS,nsubj,are,Incubator Policy,branding,choice,project,Apache protection,1
doc1,1,4,about,IN,mark,use,Incubator Policy,branding,choice,project,Apache protection,1
doc1,1,5,how,WRB,mark,use,Incubator Policy,branding,choice,project,Apache protection,1
doc1,1,6,podlings,NNS,nsubj,use,Incubator Policy,branding,choice,project,Apache protection,1
doc1,1,7,can,MD,aux,use,Incubator Policy,branding,choice,project,Apache protection,1
doc1,1,8,use,VB,acl,restrictions,Incubator Policy,branding,choice,project,Apache protection,1
doc1,1,9,their,PRP$,nmod:poss,brands,Incubator Policy,branding,choice,project,Apache protection,1
doc1,1,10,own,JJ,amod,brands,Incubator Policy,branding,choice,project,Apache protection,1
doc1,1,11,and,CC,cc,brands,Incubator Policy,branding,choice,project,Apache protection,1
doc1,1,12,other,JJ,amod,brands,Incubator Policy,branding,choice,project,Apache protection,1
doc1,1,13,asf,NN,compound,brands,Incubator Policy,branding,choice,project,Apache protection,1
doc1,1,14,brands,NNS,obj,use,Incubator Policy,branding,choice,project,Apache protection,1
doc1,1,15,and,CC,cc,names,Incubator Policy,branding,choice,project,Apache protection,1
doc1,1,16,names,NNS,conj,brands,Incubator Policy,branding,choice,project,Apache protection,1
doc1,1,17,.,.,punct,are,Incubator Policy,branding,choice,project,Apache protection,1
doc1,1,0,ROOT,,NA,NA,NA,NA,NA,NA,NA,1
doc1,1,1,there,EX,expl,are,Incubator Policy,publicity,choice,project,Apache protection,1
doc1,1,2,are,VBP,root,ROOT,Incubator Policy,publicity,choice,project,Apache protection,1
doc1,1,3,some,DT,det,restrictions,Incubator Policy,publicity,choice,project,Apache protection,1
doc1,1,4,restrictions,NNS,nsubj,are,Incubator Policy,publicity,choice,project,Apache protection,1
doc1,1,5,about,IN,mark,advertise,Incubator Policy,publicity,choice,project,Apache protection,1
doc1,1,6,how,WRB,mark,advertise,Incubator Policy,publicity,choice,project,Apache protection,1
doc1,1,7,podlings,NNS,nsubj,advertise,Incubator Policy,publicity,choice,project,Apache protection,1
doc1,1,8,can,MD,aux,advertise,Incubator Policy,publicity,choice,project,Apache protection,1
doc1,1,9,advertise,VB,acl,restrictions,Incubator Policy,publicity,choice,project,Apache protection,1
doc1,1,10,themselves,PRP,obj,advertise,Incubator Policy,publicity,choice,project,Apache protection,1
doc1,1,11,",",",",punct,releases,Incubator Policy,publicity,choice,project,Apache protection,1
doc1,1,12,especially,RB,advmod,releases,Incubator Policy,publicity,choice,project,Apache protection,1
doc1,1,13,in,IN,case,releases,Incubator Policy,publicity,choice,project,Apache protection,1
doc1,1,14,press,NN,compound,releases,Incubator Policy,publicity,choice,project,Apache protection,1
doc1,1,15,releases,NNS,obl,advertise,Incubator Policy,publicity,choice,project,Apache protection,1
doc1,1,16,related,JJ,amod,releases,Incubator Policy,publicity,choice,project,Apache protection,1
doc1,1,17,to,IN,case,podlings,Incubator Policy,publicity,choice,project,Apache protection,1
doc1,1,18,podlings,NNS,obl,related,Incubator Policy,publicity,choice,project,Apache protection,1
doc1,1,19,.,.,punct,are,Incubator Policy,publicity,choice,project,Apache protection,1
doc1,1,0,ROOT,,NA,NA,NA,NA,NA,NA,NA,1
doc1,1,1,podling,VBG,csubj,include,Incubator Policy,disclaimers,information,project,Apache protection,1
doc1,1,2,web,NN,compound,sites,Incubator Policy,disclaimers,information,project,Apache protection,1
doc1,1,3,sites,NNS,obj,podling,Incubator Policy,disclaimers,information,project,Apache protection,1
doc1,1,4,must,MD,aux,include,Incubator Policy,disclaimers,information,project,Apache protection,1
doc1,1,5,include,VB,root,ROOT,Incubator Policy,disclaimers,information,project,Apache protection,1
doc1,1,6,a,DT,det,disclaimer,Incubator Policy,disclaimers,information,project,Apache protection,1
doc1,1,7,clear,JJ,amod,disclaimer,Incubator Policy,disclaimers,information,project,Apache protection,1
doc1,1,8,disclaimer,NN,obj,include,Incubator Policy,disclaimers,information,project,Apache protection,1
doc1,1,9,on,IN,case,website,Incubator Policy,disclaimers,information,project,Apache protection,1
doc1,1,10,their,PRP$,nmod:poss,website,Incubator Policy,disclaimers,information,project,Apache protection,1
doc1,1,11,website,NN,nmod,disclaimer,Incubator Policy,disclaimers,information,project,Apache protection,1
doc1,1,12,and,CC,cc,stating,Incubator Policy,disclaimers,information,project,Apache protection,1
doc1,1,13,in,IN,case,documentation,Incubator Policy,disclaimers,information,project,Apache protection,1
doc1,1,14,all,DT,det,documentation,Incubator Policy,disclaimers,information,project,Apache protection,1
doc1,1,15,documentation,NN,obl,stating,Incubator Policy,disclaimers,information,project,Apache protection,1
doc1,1,16,",",",",punct,releases,Incubator Policy,disclaimers,information,project,Apache protection,1
doc1,1,17,releases,NNS,conj,documentation,Incubator Policy,disclaimers,information,project,Apache protection,1
doc1,1,18,and,CC,cc,announcements,Incubator Policy,disclaimers,information,project,Apache protection,1
doc1,1,19,release,NN,compound,announcements,Incubator Policy,disclaimers,information,project,Apache protection,1
doc1,1,20,announcements,NNS,conj,documentation,Incubator Policy,disclaimers,information,project,Apache protection,1
doc1,1,21,stating,VBG,advcl,include,Incubator Policy,disclaimers,information,project,Apache protection,1
doc1,1,22,that,IN,mark,incubation,Incubator Policy,disclaimers,information,project,Apache protection,1
doc1,1,23,they,PRP,nsubj,incubation,Incubator Policy,disclaimers,information,project,Apache protection,1
doc1,1,24,are,VBP,cop,incubation,Incubator Policy,disclaimers,information,project,Apache protection,1
doc1,1,25,in,IN,case,incubation,Incubator Policy,disclaimers,information,project,Apache protection,1
doc1,1,26,incubation,NN,ccomp,stating,Incubator Policy,disclaimers,information,project,Apache protection,1
doc1,1,27,.,.,punct,include,Incubator Policy,disclaimers,information,project,Apache protection,1
doc1,1,0,ROOT,,NA,NA,NA,NA,NA,NA,NA,1
doc1,1,1,a,DT,det,podling,Incubator Policy,disclaimers,choice,project,risk mitigation,1
doc1,1,2,podling,NN,nsubj,has,Incubator Policy,disclaimers,choice,project,risk mitigation,1
doc1,1,3,has,VBZ,root,ROOT,Incubator Policy,disclaimers,choice,project,risk mitigation,1
doc1,1,4,a,DT,det,choice,Incubator Policy,disclaimers,choice,project,risk mitigation,1
doc1,1,5,choice,NN,obj,has,Incubator Policy,disclaimers,choice,project,risk mitigation,1
doc1,1,6,of,IN,case,disclaimers,Incubator Policy,disclaimers,choice,project,risk mitigation,1
doc1,1,7,two,CD,nummod,disclaimers,Incubator Policy,disclaimers,choice,project,risk mitigation,1
doc1,1,8,disclaimers,NNS,nmod,choice,Incubator Policy,disclaimers,choice,project,risk mitigation,1
doc1,1,9,:,:,punct,disclaimer,Incubator Policy,disclaimers,choice,project,risk mitigation,1
doc1,1,10,a,DT,det,disclaimer,Incubator Policy,disclaimers,choice,project,risk mitigation,1
doc1,1,11,standard,JJ,amod,disclaimer,Incubator Policy,disclaimers,choice,project,risk mitigation,1
doc1,1,12,disclaimer,NN,appos,disclaimers,Incubator Policy,disclaimers,choice,project,risk mitigation,1
doc1,1,13,or,CC,cc,disclaimer,Incubator Policy,disclaimers,choice,project,risk mitigation,1
doc1,1,14,a,DT,det,disclaimer,Incubator Policy,disclaimers,choice,project,risk mitigation,1
doc1,1,15,work,NN,compound,in-,Incubator Policy,disclaimers,choice,project,risk mitigation,1
doc1,1,16,-,HYPH,punct,in-,Incubator Policy,disclaimers,choice,project,risk mitigation,1
doc1,1,17,in-,NN,compound,disclaimer,Incubator Policy,disclaimers,choice,project,risk mitigation,1
doc1,1,18,progress,NN,compound,disclaimer,Incubator Policy,disclaimers,choice,project,risk mitigation,1
doc1,1,19,disclaimer,NN,conj,disclaimer,Incubator Policy,disclaimers,choice,project,risk mitigation,1
doc1,1,20,.,.,punct,has,Incubator Policy,disclaimers,choice,project,risk mitigation,1
doc1,1,0,ROOT,,NA,NA,NA,NA,NA,NA,NA,1
doc1,1,1,podlings,NNS,nsubj,have,Incubator Policy,disclaimers,aggregation,project,Apache protection,1
doc1,1,2,wishing,VBG,acl,podlings,Incubator Policy,disclaimers,aggregation,project,Apache protection,1
doc1,1,3,to,TO,mark,use,Incubator Policy,disclaimers,aggregation,project,Apache protection,1
doc1,1,4,use,VB,xcomp,wishing,Incubator Policy,disclaimers,aggregation,project,Apache protection,1
doc1,1,5,a,DT,det,message,Incubator Policy,disclaimers,aggregation,project,Apache protection,1
doc1,1,6,different,JJ,amod,message,Incubator Policy,disclaimers,aggregation,project,Apache protection,1
doc1,1,7,disclaimer,NN,compound,message,Incubator Policy,disclaimers,aggregation,project,Apache protection,1
doc1,1,8,message,NN,obj,use,Incubator Policy,disclaimers,aggregation,project,Apache protection,1
doc1,1,9,must,MD,aux,have,Incubator Policy,disclaimers,aggregation,project,Apache protection,1
doc1,1,10,have,VB,root,ROOT,Incubator Policy,disclaimers,aggregation,project,Apache protection,1
doc1,1,11,the,DT,det,pmc,Incubator Policy,disclaimers,aggregation,project,Apache protection,1
doc1,1,12,incubator,NN,compound,pmc,Incubator Policy,disclaimers,aggregation,project,Apache protection,1
doc1,1,13,pmc,NN,obj,have,Incubator Policy,disclaimers,aggregation,project,Apache protection,1
doc1,1,14,approve,VB,xcomp,have,Incubator Policy,disclaimers,aggregation,project,Apache protection,1
doc1,1,15,it,PRP,obj,approve,Incubator Policy,disclaimers,aggregation,project,Apache protection,1
doc1,1,16,before,IN,case,use,Incubator Policy,disclaimers,aggregation,project,Apache protection,1
doc1,1,17,use,NN,obl,approve,Incubator Policy,disclaimers,aggregation,project,Apache protection,1
doc1,1,18,.,.,punct,have,Incubator Policy,disclaimers,aggregation,project,Apache protection,1
doc1,1,0,ROOT,,NA,NA,NA,NA,NA,NA,NA,1
doc1,1,1,podlings,NNS,nsubj,use,Incubator Policy,standard disclaimer,information,project,Apache protection,1
doc1,1,2,wanting,VBG,acl,podlings,Incubator Policy,standard disclaimer,information,project,Apache protection,1
doc1,1,3,to,TO,mark,follow,Incubator Policy,standard disclaimer,information,project,Apache protection,1
doc1,1,4,follow,VB,xcomp,wanting,Incubator Policy,standard disclaimer,information,project,Apache protection,1
doc1,1,5,all,DT,det,policy,Incubator Policy,standard disclaimer,information,project,Apache protection,1
doc1,1,6,asf,NN,compound,policy,Incubator Policy,standard disclaimer,information,project,Apache protection,1
doc1,1,7,policy,NN,obj,follow,Incubator Policy,standard disclaimer,information,project,Apache protection,1
doc1,1,8,on,IN,case,releases,Incubator Policy,standard disclaimer,information,project,Apache protection,1
doc1,1,9,releases,NNS,nmod,policy,Incubator Policy,standard disclaimer,information,project,Apache protection,1
doc1,1,10,should,MD,aux,use,Incubator Policy,standard disclaimer,information,project,Apache protection,1
doc1,1,11,use,VB,root,ROOT,Incubator Policy,standard disclaimer,information,project,Apache protection,1
doc1,1,12,the,DT,det,text,Incubator Policy,standard disclaimer,information,project,Apache protection,1
doc1,1,13,following,VBG,amod,text,Incubator Policy,standard disclaimer,information,project,Apache protection,1
doc1,1,14,text,NN,obj,use,Incubator Policy,standard disclaimer,information,project,Apache protection,1
doc1,1,15,for,IN,case,disclaimers,Incubator Policy,standard disclaimer,information,project,Apache protection,1
doc1,1,16,all,DT,det,disclaimers,Incubator Policy,standard disclaimer,information,project,Apache protection,1
doc1,1,17,disclaimers,NNS,nmod,text,Incubator Policy,standard disclaimer,information,project,Apache protection,1
doc1,1,18,(,-LRB-,punct,replace,Incubator Policy,standard disclaimer,information,project,Apache protection,1
doc1,1,19,replace,VB,parataxis,use,Incubator Policy,standard disclaimer,information,project,Apache protection,1
doc1,1,20,the,DT,det,text,Incubator Policy,standard disclaimer,information,project,Apache protection,1
doc1,1,21,underlined,VBN,amod,text,Incubator Policy,standard disclaimer,information,project,Apache protection,1
doc1,1,22,text,NN,obj,replace,Incubator Policy,standard disclaimer,information,project,Apache protection,1
doc1,1,23,as,IN,case,appropriate,Incubator Policy,standard disclaimer,information,project,Apache protection,1
doc1,1,24,appropriate,JJ,obl,replace,Incubator Policy,standard disclaimer,information,project,Apache protection,1
doc1,1,25,),-RRB-,punct,replace,Incubator Policy,standard disclaimer,information,project,Apache protection,1
doc1,1,26,:,:,punct,use,Incubator Policy,standard disclaimer,information,project,Apache protection,1
doc1,1,0,ROOT,,NA,NA,NA,NA,NA,NA,NA,1
doc1,1,1,apache,NN,compound,name,Incubator Policy,standard disclaimer,,,,1
doc1,1,2,podling,NN,compound,name,Incubator Policy,standard disclaimer,,,,1
doc1,1,3,-,HYPH,punct,name,Incubator Policy,standard disclaimer,,,,1
doc1,1,4,name,NN,nsubj,effort,Incubator Policy,standard disclaimer,,,,1
doc1,1,5,is,VBZ,cop,effort,Incubator Policy,standard disclaimer,,,,1
doc1,1,6,an,DT,det,effort,Incubator Policy,standard disclaimer,,,,1
doc1,1,7,effort,NN,root,ROOT,Incubator Policy,standard disclaimer,,,,1
doc1,1,8,undergoing,VBG,acl,effort,Incubator Policy,standard disclaimer,,,,1
doc1,1,9,incubation,NN,obj,undergoing,Incubator Policy,standard disclaimer,,,,1
doc1,1,10,at,IN,case,foundation,Incubator Policy,standard disclaimer,,,,1
doc1,1,11,the,DT,det,foundation,Incubator Policy,standard disclaimer,,,,1
doc1,1,12,apache,NN,compound,foundation,Incubator Policy,standard disclaimer,,,,1
doc1,1,13,software,NN,compound,foundation,Incubator Policy,standard disclaimer,,,,1
doc1,1,14,foundation,NN,obl,undergoing,Incubator Policy,standard disclaimer,,,,1
doc1,1,15,(,-LRB-,punct,asf,Incubator Policy,standard disclaimer,,,,1
doc1,1,16,asf,NN,appos,foundation,Incubator Policy,standard disclaimer,,,,1
doc1,1,17,),-RRB-,punct,asf,Incubator Policy,standard disclaimer,,,,1
doc1,1,18,",",",",punct,sponsored,Incubator Policy,standard disclaimer,,,,1
doc1,1,19,sponsored,VBN,acl,foundation,Incubator Policy,standard disclaimer,,,,1
doc1,1,20,by,IN,case,name,Incubator Policy,standard disclaimer,,,,1
doc1,1,21,the,DT,det,name,Incubator Policy,standard disclaimer,,,,1
doc1,1,22,name,NN,obl,sponsored,Incubator Policy,standard disclaimer,,,,1
doc1,1,23,of,IN,case,sponsor,Incubator Policy,standard disclaimer,,,,1
doc1,1,24,apache,NN,compound,sponsor,Incubator Policy,standard disclaimer,,,,1
doc1,1,25,tlp,NN,compound,sponsor,Incubator Policy,standard disclaimer,,,,1
doc1,1,26,sponsor,NN,nmod,name,Incubator Policy,standard disclaimer,,,,1
doc1,1,27,.,.,punct,effort,Incubator Policy,standard disclaimer,,,,1
doc1,1,0,ROOT,,NA,NA,NA,NA,NA,NA,NA,1
doc1,1,1,incubation,NN,nsubj:pass,required,Incubator Policy,standard disclaimer,,,,1
doc1,1,2,is,VBZ,aux:pass,required,Incubator Policy,standard disclaimer,,,,1
doc1,1,3,required,VBN,root,ROOT,Incubator Policy,standard disclaimer,,,,1
doc1,1,4,of,IN,case,projects,Incubator Policy,standard disclaimer,,,,1
doc1,1,5,all,DT,det,projects,Incubator Policy,standard disclaimer,,,,1
doc1,1,6,newly,RB,advmod,accepted,Incubator Policy,standard disclaimer,,,,1
doc1,1,7,accepted,VBN,amod,projects,Incubator Policy,standard disclaimer,,,,1
doc1,1,8,projects,NNS,obl,required,Incubator Policy,standard disclaimer,,,,1
doc1,1,9,until,IN,mark,indicates,Incubator Policy,standard disclaimer,,,,1
doc1,1,10,a,DT,det,review,Incubator Policy,standard disclaimer,,,,1
doc1,1,11,further,JJ,amod,review,Incubator Policy,standard disclaimer,,,,1
doc1,1,12,review,NN,nsubj,indicates,Incubator Policy,standard disclaimer,,,,1
doc1,1,13,indicates,VBZ,advcl,required,Incubator Policy,standard disclaimer,,,,1
doc1,1,14,that,IN,mark,stabilized,Incubator Policy,standard disclaimer,,,,1
doc1,1,15,the,DT,det,infrastructure,Incubator Policy,standard disclaimer,,,,1
doc1,1,16,infrastructure,NN,nsubj,stabilized,Incubator Policy,standard disclaimer,,,,1
doc1,1,17,",",",",punct,communications,Incubator Policy,standard disclaimer,,,,1
doc1,1,18,communications,NNS,conj,infrastructure,Incubator Policy,standard disclaimer,,,,1
doc1,1,19,",",",",punct,decision,Incubator Policy,standard disclaimer,,,,1
doc1,1,20,and,CC,cc,decision,Incubator Policy,standard disclaimer,,,,1
doc1,1,21,decision,NN,conj,infrastructure,Incubator Policy,standard disclaimer,,,,1
doc1,1,22,making,VBG,acl,infrastructure,Incubator Policy,standard disclaimer,,,,1
doc1,1,23,process,NN,obj,making,Incubator Policy,standard disclaimer,,,,1
doc1,1,24,have,VBP,aux,stabilized,Incubator Policy,standard disclaimer,,,,1
doc1,1,25,stabilized,VBN,ccomp,indicates,Incubator Policy,standard disclaimer,,,,1
doc1,1,26,in,IN,case,manner,Incubator Policy,standard disclaimer,,,,1
doc1,1,27,a,DT,det,manner,Incubator Policy,standard disclaimer,,,,1
doc1,1,28,manner,NN,obl,stabilized,Incubator Policy,standard disclaimer,,,,1
doc1,1,29,consistent,JJ,amod,manner,Incubator Policy,standard disclaimer,,,,1
doc1,1,30,with,IN,case,projects,Incubator Policy,standard disclaimer,,,,1
doc1,1,31,other,JJ,amod,projects,Incubator Policy,standard disclaimer,,,,1
doc1,1,32,successful,JJ,amod,projects,Incubator Policy,standard disclaimer,,,,1
doc1,1,33,asf,NN,compound,projects,Incubator Policy,standard disclaimer,,,,1
doc1,1,34,projects,NNS,obl,consistent,Incubator Policy,standard disclaimer,,,,1
doc1,1,35,.,.,punct,required,Incubator Policy,standard disclaimer,,,,1
doc1,1,0,ROOT,,NA,NA,NA,NA,NA,NA,NA,1
doc1,1,1,while,IN,mark,reflection,Incubator Policy,standard disclaimer,,,,1
doc1,1,2,incubation,NN,compound,status,Incubator Policy,standard disclaimer,,,,1
doc1,1,3,status,NN,nsubj,reflection,Incubator Policy,standard disclaimer,,,,1
doc1,1,4,is,VBZ,cop,reflection,Incubator Policy,standard disclaimer,,,,1
doc1,1,5,not,RB,advmod,reflection,Incubator Policy,standard disclaimer,,,,1
doc1,1,6,necessarily,RB,advmod,reflection,Incubator Policy,standard disclaimer,,,,1
doc1,1,7,a,DT,det,reflection,Incubator Policy,standard disclaimer,,,,1
doc1,1,8,reflection,NN,advcl,indicate,Incubator Policy,standard disclaimer,,,,1
doc1,1,9,of,IN,case,completeness,Incubator Policy,standard disclaimer,,,,1
doc1,1,10,the,DT,det,completeness,Incubator Policy,standard disclaimer,,,,1
doc1,1,11,completeness,NN,nmod,reflection,Incubator Policy,standard disclaimer,,,,1
doc1,1,12,or,CC,cc,stability,Incubator Policy,standard disclaimer,,,,1
doc1,1,13,stability,NN,conj,completeness,Incubator Policy,standard disclaimer,,,,1
